lett_space_1.started,lett_space_1.keys,lett_space_1.rt,lett_space_2.started,lett_space_2.keys,lett_space_2.rt,lett_space_3.started,participant,session,date,expName,psychopyVersion,frameRate,
12.678117200004635,space,3.200439300009748,,,,,908356,001,2022-12-21_16h10.56.073,reading_span,2022.2.4,60.065327050663456,
,,,16.708402999996906,space,5.9626440000138246,,908356,001,2022-12-21_16h10.56.073,reading_span,2022.2.4,60.065327050663456,
,,,,,,23.48616560001392,,,,,,,
