intro_resp.keys,intro_resp.rt,date,expName,psychopyVersion,OS,frameRate,participant,session2,sent_resp.x,sent_resp.y,sent_resp.leftButton,sent_resp.midButton,sent_resp.rightButton,sent_resp.time,answer_click.x,answer_click.y,answer_click.leftButton,answer_click.midButton,answer_click.rightButton,answer_click.time,answer_click.clicked_name,sentence_practice_loop.thisRepN,sentence_practice_loop.thisTrialN,sentence_practice_loop.thisN,sentence_practice_loop.thisIndex,sentence_practice_loop.ran,sentence,answer,avg_read_duration,sentence_answer,sentence_response,sentences_letters_set.thisRepN,sentences_letters_set.thisTrialN,sentences_letters_set.thisN,sentences_letters_set.thisIndex,sentences_letters_set.ran,mouse_jp.x,mouse_jp.y,mouse_jp.leftButton,mouse_jp.midButton,mouse_jp.rightButton,mouse_jp.time,mouse_jp.clicked_name,letter_answers,letter_responses,curr_set_rspan_pcu,small_loop.thisRepN,small_loop.thisTrialN,small_loop.thisN,small_loop.thisIndex,small_loop.ran,rspan_score,total_correct_letters,sent_speed_error,sent_acc_error,sent_total_error,total_number_of_sentences,sent_percent_correct,rspan_pcu,exit_key.keys,exit_key.rt
space,9.4,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,0.013888889,-0.055555556,1,0,0,4.2964,[],[],[],[],[],[],[],0,0,0,1,1,During winter you can get a room at the beach for a very low rate.,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,-0.005555556,-0.108333333,1,0,0,1.9743,[],[],[],[],[],[],[],0,1,1,3,1,"During the week of final spaghetti, I felt like I was losing my mind.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,0.006481481,-0.066666667,1,0,0,2.2745,[],[],[],[],[],[],[],0,2,2,0,1,Andy was stopped by the policeman because he crossed the yellow heaven.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,0.021296296,-0.075925926,1,0,0,2.7929,[],[],[],[],[],[],[],0,3,3,2,1,The prosecutor's dish was lost because it was not based on fact.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,0.018518519,-0.067592593,1,0,0,1.6187,[],[],[],[],[],[],[],0,4,4,4,1,"After final exams are over, we'll be able to take a well-deserved rest.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,0.005555556,-0.069444444,1,0,0,2.0897,[],[],[],[],[],[],[],0,5,5,5,1,"Since it was the last game, it was hard to cope with the loss.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,"After final exams are over, we'll be able to take a well-deserved rest.",,2.510166667,TRUE,TRUE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,The prosecutor's dish was lost because it was not based on fact.,,,FALSE,FALSE,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.31574074074074077,0,0.45740740740740743]","[-0.005555555555555556,0.009259259259259259,-0.3990740740740741]","[1,1,1]","[0,0,0]","[0,0,0]","[1.8867000000000758,2.5047000000000708,3.31940000000003]","[""letter_P"",""letter_Q"",""next_practice""]","[""P"",""Q""]","[""P"",""Q""]",1,0,0,0,0,1,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,"Since it was the last game, it was hard to cope with the loss.",,,TRUE,TRUE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,Andy was stopped by the policeman because he crossed the yellow heaven.,,,FALSE,FALSE,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.30833333333333335,-0.3,0.49444444444444446]","[-0.11851851851851852,0.11296296296296296,-0.40370370370370373]","[1,1,1]","[0,0,0]","[0,0,0]","[1.2331999999999539,2.0161999999999694,2.848900000000043]","[""letter_S"",""letter_K"",""next_practice""]","[""S"",""K""]","[""S"",""K""]",1,1,0,1,0,1,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,"During the week of final spaghetti, I felt like I was losing my mind.",,,FALSE,FALSE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,During winter you can get a room at the beach for a very low rate.,,,TRUE,TRUE,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0.3055555555555556,-0.2962962962962963,0.5092592592592593]","[0.24351851851851852,0.11851851851851852,-0.39814814814814814]","[1,1,1]","[0,0,0]","[0,0,0]","[3.681999999999988,4.66620000000006,5.814800000000048]","[""letter_J"",""letter_K"",""next_practice""]","[""J"",""K""]","[""J"",""K""]",1,2,0,2,0,1,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,We like to eat eggs and bacon for breakfast in the morning.,,,TRUE,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,The firefighters sour the kitten that was trapped in the big oak tree.,,,FALSE,FALSE,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,Carol will ask her sneaker how much the flight to Mexico will cost.,,,FALSE,FALSE,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,After one date I knew that Linda's sister simply was not my type.,,,TRUE,TRUE,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,All parents hope their list will grow up to be intelligent.,,,FALSE,TRUE,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0.2898148148148148,0.2972222222222222,0.30185185185185187,0.003703703703703704,-0.3148148148148148,0.4546296296296296]","[-0.12314814814814815,0.001851851851851852,-0.10740740740740741,-0.11944444444444445,0.12962962962962962,-0.40185185185185185]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[2.0154999999999745,2.7654999999999745,3.4324000000000012,4.581900000000019,5.93169999999995,6.864900000000006]","[""letter_Y"",""letter_R"",""letter_Y"",""letter_T"",""letter_K"",""next_practice""]","[""Y"",""R"",""Y"",""T"",""K""]","[""Y"",""R"",""Y"",""T"",""K""]",1,0,0,0,0,1,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,The couple decided that they wanted to have a picnic in the park.,,,TRUE,TRUE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_14h15.11.489,reading_span,2022.2.5,Win32,59.88741167,047,1,,,,,,,,,,,,,,,,,,,"Martha went to the concert, but ate to bring a thick sweater.",,,FALSE,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
