intro_resp.keys,intro_resp.rt,date,expName,psychopyVersion,OS,frameRate,participant,sent_resp.x,sent_resp.y,sent_resp.leftButton,sent_resp.midButton,sent_resp.rightButton,sent_resp.time,answer_click.x,answer_click.y,answer_click.leftButton,answer_click.midButton,answer_click.rightButton,answer_click.time,answer_click.clicked_name,sentence_practice_loop.thisRepN,sentence_practice_loop.thisTrialN,sentence_practice_loop.thisN,sentence_practice_loop.thisIndex,sentence_practice_loop.ran,sentence,answer,avg_read_duration,sentence_answer,sentence_response,sentences_letters_set.thisRepN,sentences_letters_set.thisTrialN,sentences_letters_set.thisN,sentences_letters_set.thisIndex,sentences_letters_set.ran,mouse_jp.x,mouse_jp.y,mouse_jp.leftButton,mouse_jp.midButton,mouse_jp.rightButton,mouse_jp.time,mouse_jp.clicked_name,letter_answers,letter_responses,curr_set_rspan_pcu,small_loop.thisRepN,small_loop.thisTrialN,small_loop.thisN,small_loop.thisIndex,small_loop.ran,rspan_score,total_correct_letters,sent_speed_error,sent_acc_error,sent_total_error,total_number_of_sentences,sent_percent_correct,rspan_pcu,exit_key.keys,exit_key.rt
space,43.08,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,0.010185185,-0.152777778,0,0,1,23.4916,[],[],[],[],[],[],[],0,0,0,1,1,During winter you can get a room at the beach for a very low rate.,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,0.213888889,-0.189814815,1,0,0,5.7115,[],[],[],[],[],[],[],0,1,1,4,1,"After final exams are over, we'll be able to take a well-deserved rest.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,0.134259259,-0.131481481,1,0,0,5.9319,[],[],[],[],[],[],[],0,2,2,0,1,Andy was stopped by the policeman because he crossed the yellow heaven.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,0.096296296,-0.132407407,1,0,0,7.0174,[],[],[],[],[],[],[],0,3,3,3,1,"During the week of final spaghetti, I felt like I was losing my mind.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,-0.219444444,-0.112037037,1,0,0,9.781,[],[],[],[],[],[],[],0,4,4,2,1,The prosecutor's dish was lost because it was not based on fact.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,-0.02962963,-0.089814815,1,0,0,10.4113,[],[],[],[],[],[],[],0,5,5,5,1,"Since it was the last game, it was hard to cope with the loss.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,,,,,,,,,,,,,,,,,,,The prosecutor's dish was lost because it was not based on fact.,,10.39393333,FALSE,FALSE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,,,,,,,,,,,,,,,,,,,"During the week of final spaghetti, I felt like I was losing my mind.",,,FALSE,TRUE,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.3074074074074074,0.30648148148148147,0.5037037037037037]","[0.01574074074074074,0.25,-0.3925925925925926]","[1,1,1]","[0,0,0]","[0,0,0]","[2.6129000000000246,5.96569999999997,6.8291999999999575]","[""letter_P"",""letter_J"",""next_practice""]","[""P"",""J""]","[""P"",""J""]",1,0,0,0,0,1,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,,,,,,,,,,,,,,,,,,,During winter you can get a room at the beach for a very low rate.,,,TRUE,FALSE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-02_13h41.47.133,reading_span,2022.2.5,Win32,60.08171113,021,,,,,,,,,,,,,,,,,,,"After final exams are over, we'll be able to take a well-deserved rest.",,,TRUE,TRUE,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
