intro_resp.keys,intro_resp.rt,date,expName,psychopyVersion,OS,frameRate,participant,sent_resp.x,sent_resp.y,sent_resp.leftButton,sent_resp.midButton,sent_resp.rightButton,sent_resp.time,answer_click.x,answer_click.y,answer_click.leftButton,answer_click.midButton,answer_click.rightButton,answer_click.time,answer_click.clicked_name,sentence_practice_loop.thisRepN,sentence_practice_loop.thisTrialN,sentence_practice_loop.thisN,sentence_practice_loop.thisIndex,sentence_practice_loop.ran,sentence,answer,avg_read_duration,sentence_answer,sentence_response,sentences_letters_set.thisRepN,sentences_letters_set.thisTrialN,sentences_letters_set.thisN,sentences_letters_set.thisIndex,sentences_letters_set.ran,mouse_jp.x,mouse_jp.y,mouse_jp.leftButton,mouse_jp.midButton,mouse_jp.rightButton,mouse_jp.time,mouse_jp.clicked_name,letter_answers,letter_responses,curr_set_rspan_pcu,small_loop.thisRepN,small_loop.thisTrialN,small_loop.thisN,small_loop.thisIndex,small_loop.ran,rspan_score,total_correct_letters,sent_speed_error,sent_acc_error,sent_total_error,total_number_of_sentences,sent_percent_correct,rspan_pcu,exit_key.keys,exit_key.rt
space,17.2526,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,0.311111111,-0.251851852,1,0,0,3.3174,[],[],[],[],[],[],[],0,0,0,0,1,Andy was stopped by the policeman because he crossed the yellow heaven.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,0.198148148,-0.252777778,1,0,0,3.5041,[],[],[],[],[],[],[],0,1,1,4,1,"After final exams are over, we'll be able to take a well-deserved rest.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,-0.037962963,-0.309259259,1,0,0,4.1943,[],[],[],[],[],[],[],0,2,2,3,1,"During the week of final spaghetti, I felt like I was losing my mind.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,0.009259259,-0.287962963,1,0,0,3.8344,[],[],[],[],[],[],[],0,3,3,5,1,"Since it was the last game, it was hard to cope with the loss.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,-0.031481481,-0.201851852,1,0,0,4.3682,[],[],[],[],[],[],[],0,4,4,2,1,The prosecutor's dish was lost because it was not based on fact.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,-0.001851852,-0.203703704,1,0,0,2.7845,[],[],[],[],[],[],[],0,5,5,1,1,During winter you can get a room at the beach for a very low rate.,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,Andy was stopped by the policeman because he crossed the yellow heaven.,,3.669566667,FALSE,FALSE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,"During the week of final spaghetti, I felt like I was losing my mind.",,,FALSE,FALSE,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.010185185185185186,-0.3074074074074074,0.48148148148148145]","[0.14166666666666666,0.25092592592592594,-0.39814814814814814]","[1,1,1]","[0,0,0]","[0,0,0]","[2.232600000000076,3.316800000000029,4.283700000000181]","[""letter_L"",""letter_F"",""next_practice""]","[""L"",""F""]","[""L"",""F""]",1,0,0,0,0,1,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,"After final exams are over, we'll be able to take a well-deserved rest.",,,TRUE,TRUE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,"Since it was the last game, it was hard to cope with the loss.",,,TRUE,TRUE,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.003703703703703704,-0.30277777777777776,0.5333333333333333]","[0.007407407407407408,0.11666666666666667,-0.4083333333333333]","[1,1,1]","[0,0,0]","[0,0,0]","[1.8301000000000727,2.744300000000038,3.6389000000001204]","[""letter_Q"",""letter_K"",""next_practice""]","[""Q"",""K""]","[""Q"",""K""]",1,1,0,1,0,1,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,During winter you can get a room at the beach for a very low rate.,,,TRUE,TRUE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,The prosecutor's dish was lost because it was not based on fact.,,,FALSE,FALSE,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0.30092592592592593,-0.30833333333333335,0.5009259259259259]","[-0.11388888888888889,0.011111111111111112,-0.4027777777777778]","[1,1,1]","[0,0,0]","[0,0,0]","[2.234000000000009,3.2507000000001938,5.190100000000115]","[""letter_Y"",""letter_P"",""next_practice""]","[""Y"",""P""]","[""Y"",""P""]",1,2,0,2,0,1,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,"It was a clear night, and we could see the stars in the sky.",,,TRUE,TRUE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,"In the spring, the large birdfeeder outside my window attracts many birds.",,,TRUE,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,"Last year, Mike was given detention for running in the hall.",,,TRUE,TRUE,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,Mary was excited about her new furniture that she had bought on sale.,,,TRUE,TRUE,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,Catherine dressed up as a scary witch for the Halloween pencil on Friday.,,,FALSE,TRUE,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-04-03_14h31.29.791,reading_span,2022.2.5,Win32,59.72645285,001,,,,,,,,,,,,,,,,,,,"Jill wanted a garden in her backyard, but the soil was mostly clay.",,,TRUE,TRUE,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
