practice_until_perfect.thisRepN,practice_until_perfect.thisTrialN,practice_until_perfect.thisN,practice_until_perfect.thisIndex,practice_letters_block.thisRepN,practice_letters_block.thisTrialN,practice_letters_block.thisN,practice_letters_block.thisIndex,letters_file,no_of_letters,practice_letters_loop.thisRepN,practice_letters_loop.thisTrialN,practice_letters_loop.thisN,practice_letters_loop.thisIndex,display_letter_jp.started,display_letter_jp.stopped,mouse.started,remind_text.started,prac_letter_S.started,prac_letter_P.started,prac_letter_K.started,prac_letter_F.started,prac_letter_T.started,prac_letter_Q.started,prac_letter_L.started,prac_letter_H.started,prac_letter_Y.started,prac_letter_R.started,prac_letter_N.started,prac_letter_J.started,blank_letter_BG.started,clear_letters_BG.started,next_practice_BG.started,blank_letter.started,display_letters_clicked.started,clear_letters.started,next_practice.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yt local,001,2022-12-21_12h41.45.192,reading_span,2022.2.4,59.96062985081066,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yt local,001,2022-12-21_12h41.45.192,reading_span,2022.2.4,59.96062985081066,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yt local,001,2022-12-21_12h41.45.192,reading_span,2022.2.4,59.96062985081066,
,,,,,,,,,,,,,,68.56722190001165,68.56722190001165,0.012539299961645156,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,69.78628440000466,,,,,,,
