intro_resp.keys,intro_resp.rt,date,expName,psychopyVersion,OS,frameRate,participant,sent_resp.x,sent_resp.y,sent_resp.leftButton,sent_resp.midButton,sent_resp.rightButton,sent_resp.time,answer_click.x,answer_click.y,answer_click.leftButton,answer_click.midButton,answer_click.rightButton,answer_click.time,answer_click.clicked_name,sentence_practice_loop.thisRepN,sentence_practice_loop.thisTrialN,sentence_practice_loop.thisN,sentence_practice_loop.thisIndex,sentence_practice_loop.ran,sentence,answer,avg_read_duration,sentence_answer,sentence_response,sentences_letters_set.thisRepN,sentences_letters_set.thisTrialN,sentences_letters_set.thisN,sentences_letters_set.thisIndex,sentences_letters_set.ran,mouse_jp.x,mouse_jp.y,mouse_jp.leftButton,mouse_jp.midButton,mouse_jp.rightButton,mouse_jp.time,mouse_jp.clicked_name,letter_answers,letter_responses,curr_set_rspan_pcu,small_loop.thisRepN,small_loop.thisTrialN,small_loop.thisN,small_loop.thisIndex,small_loop.ran,rspan_score,total_correct_letters,sent_speed_error,sent_acc_error,sent_total_error,total_number_of_sentences,sent_percent_correct,rspan_pcu,exit_key.keys,exit_key.rt
space,20.3587,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,0.126851852,-0.241666667,1,0,0,20.6568,[],[],[],[],[],[],[],0,0,0,4,1,"After final exams are over, we'll be able to take a well-deserved rest.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,-0.055555556,-0.173148148,1,0,0,4.5787,[],[],[],[],[],[],[],0,1,1,2,1,The prosecutor's dish was lost because it was not based on fact.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,0.016666667,-0.227777778,1,0,0,4.1492,[],[],[],[],[],[],[],0,2,2,0,1,Andy was stopped by the policeman because he crossed the yellow heaven.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,0.065740741,-0.178703704,1,0,0,2.3884,[],[],[],[],[],[],[],0,3,3,5,1,"Since it was the last game, it was hard to cope with the loss.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,-0.028703704,-0.149074074,1,0,0,3.5727,[],[],[],[],[],[],[],0,4,4,1,1,During winter you can get a room at the beach for a very low rate.,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,0.032407407,-0.180555556,1,0,0,3.2689,[],[],[],[],[],[],[],0,5,5,3,1,"During the week of final spaghetti, I felt like I was losing my mind.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,"After final exams are over, we'll be able to take a well-deserved rest.",,6.43875,TRUE,TRUE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,"Since it was the last game, it was hard to cope with the loss.",,,TRUE,TRUE,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.30833333333333335,0.30277777777777776,0.5027777777777778]","[0.26296296296296295,0.13148148148148148,-0.39351851851851855]","[1,1,1]","[0,0,0]","[0,0,0]","[1.7980999999996357,3.591299999999819,6.307599999999638]","[""letter_F"",""letter_N"",""next_practice""]","[""F"",""N""]","[""F"",""N""]",1,0,0,0,0,1,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,During winter you can get a room at the beach for a very low rate.,,,TRUE,TRUE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,Andy was stopped by the policeman because he crossed the yellow heaven.,,,FALSE,FALSE,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.29814814814814816,-0.29259259259259257,0.4925925925925926]","[0.011111111111111112,-0.12962962962962962,-0.41574074074074074]","[1,1,1]","[0,0,0]","[0,0,0]","[1.3634999999999877,3.8957999999998094,5.084299999999814]","[""letter_P"",""letter_S"",""next_practice""]","[""P"",""S""]","[""P"",""S""]",1,1,0,1,0,1,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,The prosecutor's dish was lost because it was not based on fact.,,,FALSE,FALSE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,"During the week of final spaghetti, I felt like I was losing my mind.",,,FALSE,FALSE,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0.30185185185185187,0.30092592592592593,-0.5175925925925926,0.2972222222222222,-0.018518518518518517,0.5]","[0.1388888888888889,0.12685185185185185,-0.4111111111111111,0.12777777777777777,-0.000925925925925926,-0.4009259259259259]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[1.5825999999996156,2.195899999999426,4.549099999999612,6.062899999999445,7.2620000000000005,10.885199999999259]","[""letter_N"",""letter_N"",""clear_letters"",""letter_N"",""letter_Q"",""next_practice""]","[""N"",""Q""]","[""N"",""Q""]",1,2,0,2,0,1,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,"After yelling at the game, I knew I would have a tall voice.",,,FALSE,FALSE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,The sick boy had to stay home from school because he had a phone.,,,FALSE,FALSE,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,The boys knew they would have to hurry to make it to the apple on time.,,,FALSE,FALSE,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,The only furniture Steve had in his first bowl was his waterbed.,,,FALSE,FALSE,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,"On warm sunny afternoons, I like to walk in the park.",,,TRUE,TRUE,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,Most people agree that Monday is the worst stick of the week.,,,FALSE,,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0.005555555555555556,0.000925925925925926,-0.003703703703703704,0.3055555555555556,0.011111111111111112,0.28888888888888886,0.48703703703703705]","[0.005555555555555556,-0.11666666666666667,0.25833333333333336,0.2462962962962963,0.005555555555555556,0.014814814814814815,-0.4083333333333333]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[2.0317000000001713,3.2717000000001804,4.507400000000359,6.984100000000524,10.292900000000373,12.542799999999772,14.190799999999797]","[""letter_Q"",""letter_T"",""letter_H"",""letter_J"",""letter_Q"",""letter_R"",""next_practice""]","[""Q"",""T"",""H"",""J"",""Q"",""R""]","[""Q"",""T"",""H"",""J"",""Q"",""R""]",1,0,0,0,0,1,,,,,,,,,,
,,2023-05-30_13h35.31.246,reading_span,2022.2.5,Win32,7.501594089,76,,,,,,,,,,,,,,,,,,,The printer sprinted when he tried to print out his report last night.,,,FALSE,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
